subzone,cuisine_primary,count
St Leonards,['Asian'],1
St Leonards,['Cafe',3
St Leonards,['Cafe'],17
St Leonards,['Cantonese',1
St Leonards,['Chinese'],1
St Leonards,['German',1
St Leonards,['Japanese',1
St Leonards,['Japanese'],1
St Leonards,['Malaysian',1
St Leonards,['Meat Pie',1
St Leonards,['Modern Australian',1
St Leonards,['Pizza',1
St Leonards,['Pub Food'],2
St Leonards,['Ramen',1
St Leonards,['Thai'],1
St Leonards,['Vietnamese',2
St Martins Tower,['Japanese',1
St Martins Tower,['Japanese'],1
St Marys,['Afghani',1
St Marys,['Asian',1
St Marys,['Australian',1
St Marys,['Australian'],2
St Marys,['Bakery'],1
St Marys,['Bar Food'],2
St Marys,['Burger',1
St Marys,['Cafe',1
St Marys,['Cafe'],6
St Marys,['Chinese',1
St Marys,['Chinese'],4
St Marys,['Fast Food'],1
St Marys,['Fusion',1
St Marys,['Grill'],1
St Marys,['Indian',2
St Marys,['Indian'],2
St Marys,['Italian',2
St Marys,['Kebab',2
St Marys,['Kebab'],1
St Marys,['Lebanese',1
St Marys,['Pizza',1
St Marys,['Pizza'],2
St Marys,['Sushi'],1
St Marys,['Thai'],3
St. Peters,['Burger'],1
St. Peters,['Cafe',4
St. Peters,['Cafe'],2
St. Peters,['Drinks Only'],1
St. Peters,['Greek'],1
St. Peters,['Kebab',1
St. Peters,['Pub Food',1
St. Peters,['Sandwich'],1
St. Peters,['Thai',1
"Stamford Plaza Sydney Airport, Mascot",['Bar Food',1
"Stamford Plaza Sydney Airport, Mascot",['Steak',1
Stanmore,['Cafe',4
Stanmore,['Cafe'],4
Stanmore,['Fast Food'],1
Stanmore,['Greek',1
Stanmore,['Modern Australian'],1
Stanmore,['Pizza',1
Stanmore,['Seafood'],1
Stanmore,['Thai'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Asian'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Bakery',1
"Stockland Merrylands Shopping Centre, Holroyd",['Burger'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Cafe'],3
"Stockland Merrylands Shopping Centre, Holroyd",['Indian'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Japanese'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Kebab'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Latin American'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Mexican'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Thai'],1
"Stockland Merrylands Shopping Centre, Holroyd",['Turkish'],1
"Stockland Piccadilly, CBD",['Cafe',2
"Stockland Piccadilly, CBD",['Cafe'],2
"Stockland Piccadilly, CBD",['Yum Cha',1
"Stockland Shopping Centre, Balgowlah",['Cafe',1
"Stockland Shopping Centre, Balgowlah",['Desserts',1
"Stockland Shopping Centre, Balgowlah",['Healthy Food',1
"Stockland Shopping Centre, Balgowlah",['Sandwich',1
"Stockland Shopping Centre, Balgowlah",['Seafood'],1
"Stockland Shopping Centre, Balgowlah",['Thai'],1
"Stockland Shopping Centre, The Hills",['Cafe'],1
"Stockland Shopping Centre, The Hills",['Chinese'],1
"Stockland Shopping Centre, The Hills",['Seafood',1
"Stockland Square, Cammeray",['Japanese',1
"Stockland Wetherill Park Shopping Centre, Wetherill Park",['Bakery',1
"Stockland Wetherill Park Shopping Centre, Wetherill Park",['Cafe'],1
"Stockland Wetherill Park Shopping Centre, Wetherill Park",['Italian'],2
"Stockland Wetherill Park Shopping Centre, Wetherill Park",['Pizza'],1
"Stockland Wetherill Park Shopping Centre, Wetherill Park",['Steak',1
Strathfield,['Asian',2
Strathfield,['Asian'],2
Strathfield,['Bakery',1
Strathfield,['Burger',1
Strathfield,['Cafe',5
Strathfield,['Cafe'],1
Strathfield,['Chinese',2
Strathfield,['Indian'],1
Strathfield,['Irish',1
Strathfield,['Italian'],2
Strathfield,['Japanese',1
Strathfield,['Japanese'],1
Strathfield,['Korean BBQ',2
Strathfield,['Korean BBQ'],9
Strathfield,['Korean',10
Strathfield,['Korean'],9
Strathfield,['Lebanese'],1
Strathfield,['Malaysian'],1
Strathfield,['Mediterranean',1
Strathfield,['Modern Australian',1
Strathfield,['Seafood',1
Strathfield,['Seafood'],1
Strathfield,['Taiwanese',1
Strathfield,['Thai',1
Strathfield,['Thai'],1
Strathfield,['Vietnamese',1
Strathfield,['Vietnamese'],1
"Strathfield Plaza, Strathfield",['Bubble Tea'],1
"Strathfield Plaza, Strathfield",['Cafe'],1
"Strathfield Plaza, Strathfield",['Chinese',1
"Strathfield Plaza, Strathfield",['Chinese'],1
"Strathfield Plaza, Strathfield",['Japanese',1
"Strathfield Plaza, Strathfield",['Sandwich',1
Summer Hill,['American'],1
Summer Hill,['Bar Food',1
Summer Hill,['Bar Food'],2
Summer Hill,['Cafe',1
Summer Hill,['Cafe'],5
Summer Hill,['Fast Food',1
Summer Hill,['Healthy Food',1
Summer Hill,['Indian'],2
Summer Hill,['Italian',1
Summer Hill,['Japanese'],1
Summer Hill,['Lebanese'],1
Summer Hill,['Modern Australian',1
Summer Hill,['Modern Australian'],1
Summer Hill,['Nepalese'],1
Summer Hill,['Thai'],1
"Supa Centa, Moore Park",['Burger',1
"Supa Centa, Moore Park",['Cafe',1
Surry Hills,['American',3
Surry Hills,['American'],4
Surry Hills,['Argentine'],1
Surry Hills,['Asian',1
Surry Hills,['Asian'],3
Surry Hills,['Australian',1
Surry Hills,['Australian'],1
Surry Hills,['BBQ',1
Surry Hills,['Bakery',2
Surry Hills,['Bangladeshi'],1
Surry Hills,['Bar Food',6
Surry Hills,['Bar Food'],7
Surry Hills,['Burger',3
Surry Hills,['Burger'],1
Surry Hills,['Cafe',30
Surry Hills,['Cafe'],46
Surry Hills,['Charcoal Chicken',1
Surry Hills,['Chinese',1
Surry Hills,['Dumplings',2
Surry Hills,['European',1
Surry Hills,['European'],1
Surry Hills,['Fast Food',1
Surry Hills,['Fast Food'],1
Surry Hills,['Fish and Chips',1
Surry Hills,['French',1
Surry Hills,['French'],1
Surry Hills,['Fusion',1
Surry Hills,['Greek'],2
Surry Hills,['Grill',1
Surry Hills,['Healthy Food',1
Surry Hills,['Healthy Food'],1
Surry Hills,['Indian',4
Surry Hills,['Indian'],8
Surry Hills,['Indonesian'],1
Surry Hills,['Iranian'],1
Surry Hills,['Irish',1
Surry Hills,['Italian',9
Surry Hills,['Italian'],7
Surry Hills,['Japanese',11
Surry Hills,['Japanese'],9
Surry Hills,['Korean BBQ'],1
Surry Hills,['Korean',1
Surry Hills,['Latin American',1
Surry Hills,['Latin American'],1
Surry Hills,['Lebanese',2
Surry Hills,['Lebanese'],1
Surry Hills,['Malaysian'],1
Surry Hills,['Mediterranean',3
Surry Hills,['Mediterranean'],1
Surry Hills,['Mexican',1
Surry Hills,['Mexican'],2
Surry Hills,['Middle Eastern',4
Surry Hills,['Modern Australian',5
Surry Hills,['Modern Australian'],6
Surry Hills,['Pakistani',1
Surry Hills,['Pizza',3
Surry Hills,['Pizza'],2
Surry Hills,['Polish'],1
Surry Hills,['Pub Food',5
Surry Hills,['Pub Food'],5
Surry Hills,['Sandwich',4
Surry Hills,['Spanish',1
Surry Hills,['Thai',3
Surry Hills,['Thai'],14
Surry Hills,['Turkish'],2
Surry Hills,['Vegan',1
Surry Hills,['Vietnamese',4
Surry Hills,['Vietnamese'],5
"Surry Hills Shopping Village, Surry Hills",['Cafe'],1
"Surry Hills Shopping Village, Surry Hills",['Chinese',1
"Surry Hills Shopping Village, Surry Hills",['Seafood'],1
"Sussex Centre, Chinatown",['Asian',2
"Sussex Centre, Chinatown",['Bubble Tea',1
"Sussex Centre, Chinatown",['Cafe'],1
"Sussex Centre, Chinatown",['Chinese',2
"Sussex Centre, Chinatown",['Chinese'],1
"Sussex Centre, Chinatown",['Thai'],1
"Sussex Centre, Chinatown",['Vietnamese',1
Sutherland,['African'],1
Sutherland,['Asian',2
Sutherland,['BBQ',1
Sutherland,['Burger',1
Sutherland,['Cafe'],6
Sutherland,['Chinese',1
Sutherland,['Chinese'],1
Sutherland,['European',1
Sutherland,['Greek'],1
Sutherland,['Indian'],1
Sutherland,['Italian',4
Sutherland,['Japanese',2
Sutherland,['Malaysian',1
Sutherland,['Mexican'],1
Sutherland,['Modern Australian'],1
Sutherland,['Pizza',1
Sutherland,['Pub Food'],2
Sutherland,['Sandwich',2
Sutherland,['Thai'],2
Sutherland,['Vietnamese'],1
Swissotel Sydney CBD,['Modern Australian',1
Swissotel Sydney CBD,['Modern Australian'],1
Sydney Airport,['Australian',1
Sydney Airport,['Modern Australian',1
Sydney Airport,['Modern Australian'],1
"Sydney Central, Chinatown ",['Cafe'],1
"Sydney Central, Chinatown ",['Japanese',1
"Sydney Fish Market, Pyrmont",['Asian',1
"Sydney Fish Market, Pyrmont",['Burger',1
"Sydney Fish Market, Pyrmont",['Cafe'],1
"Sydney Fish Market, Pyrmont",['Chinese',1
"Sydney Fish Market, Pyrmont",['Fish and Chips',1
"Sydney Fish Market, Pyrmont",['Japanese',1
"Sydney Fish Market, Pyrmont",['Seafood',2
"Sydney Fish Market, Pyrmont",['Seafood'],2
Sydney Markets Plaza,['Cafe'],1
Sydney Olympic Park,['Burger',1
Sydney Olympic Park,['Cafe',5
Sydney Olympic Park,['Cafe'],7
Sydney Olympic Park,['Continental',1
Sydney Olympic Park,['Fast Food'],1
Sydney Olympic Park,['Italian'],1
Sydney Olympic Park,['Japanese',3
Sydney Olympic Park,['Japanese'],1
Sydney Olympic Park,['Mexican'],1
Sydney Olympic Park,['Modern Australian',1
Sydney Olympic Park,['Pizza'],1
Sydney Olympic Park,['Thai',1
Sydney Olympic Park,['Thai'],3
Sydney Olympic Park,['Vietnamese',1
Sylvania,['Asian',2
Sylvania,['Australian',1
Sylvania,['Bar Food'],1
Sylvania,['Burger'],1
Sylvania,['Cafe'],3
Sylvania,['Fast Food'],1
Sylvania,['Greek'],1
Sylvania,['Indian'],2
Sylvania,['Italian',1
Sylvania,['Japanese'],2
Sylvania,['Korean',1
Sylvania,['Modern Australian'],1
Sylvania,['Pizza'],1
Sylvania,['Thai'],3
T1 Sydney International Airport,['Bakery',1
T1 Sydney International Airport,['Bar Food'],1
T1 Sydney International Airport,['Burger',1
T1 Sydney International Airport,['Burger'],1
T1 Sydney International Airport,['Cafe'],6
T1 Sydney International Airport,['Chinese'],1
T1 Sydney International Airport,['Italian',1
T1 Sydney International Airport,['Italian'],1
T1 Sydney International Airport,['Korean'],1
T1 Sydney International Airport,['Modern Australian',1
T2 Sydney Domestic Airport,['Cafe',3
T2 Sydney Domestic Airport,['Cafe'],2
T2 Sydney Domestic Airport,['Meat Pie',1
T2 Sydney Domestic Airport,['Modern Australian',1
T2 Sydney Domestic Airport,['Pub Food'],1
T2 Sydney Domestic Airport,['Spanish',1
T2 Sydney Domestic Airport,['Sushi',1
T2 Sydney Domestic Airport,['Vietnamese',1
T3 Sydney Domestic Airport,['Asian'],1
T3 Sydney Domestic Airport,['Cafe'],4
T3 Sydney Domestic Airport,['Fast Food'],1
T3 Sydney Domestic Airport,['Healthy Food',1
T3 Sydney Domestic Airport,['Italian',1
"Taiwanese Night Market, Eastwood",['Chinese',1
"Taiwanese Night Market, Eastwood",['Desserts',1
"Taiwanese Night Market, Eastwood",['Korean BBQ'],1
"Taiwanese Night Market, Eastwood",['Malaysian',1
"Taiwanese Night Market, Eastwood",['Street Food',1
"Taiwanese Night Market, Eastwood",['Taiwanese',1
"Taiwanese Night Market, Eastwood",['Thai',1
Taren Point,['Burger',1
Taren Point,['Cafe',1
Taren Point,['Cafe'],1
Taren Point,['Modern Australian',1
Taren Point,['Pub Food'],1
Taren Point,['Seafood',1
Tea Gardens Hotel Bondi Junction,['Pub Food',1
Tea Gardens Hotel Bondi Junction,['Pub Food'],1
Tempe,['Asian',1
Tempe,['Australian'],1
Tempe,['Bar Food'],1
Tempe,['Cafe',1
Tempe,['Cafe'],2
Tempe,['Chinese'],1
Tempe,['European',1
Tempe,['German'],1
Tempe,['Grill'],1
Terrey Hills,['Asian',1
Terrey Hills,['Burger',1
Terrey Hills,['Cafe',1
Terrey Hills,['Cafe'],3
Terrey Hills,['Eastern European'],1
Terrey Hills,['European',1
Terrey Hills,['Indian'],1
Terrey Hills,['Italian',1
Terrey Hills,['Pub Food'],1
Terrey Hills,['Thai'],1
"The Bathers' Pavilion, Mosman",['Cafe',1
"The Bathers' Pavilion, Mosman",['Modern Australian',1
The Buena,['Tapas',1
The Cannery Rosebery,['Cafe'],2
The Cannery Rosebery,['French'],1
The Cannery Rosebery,['Italian',1
The Cannery Rosebery,['Modern Australian'],1
"The Collaroy, Collaroy",['Modern Australian'],1
"The Collaroy, Collaroy",['Pub Food'],1
"The Concourse, Chatswood",['Asian',1
"The Concourse, Chatswood",['Italian',1
"The Concourse, Chatswood",['Thai'],1
"The Eastern Hotel, Bondi Junction",['Burger'],1
"The Eastern Hotel, Bondi Junction",['Mexican',1
"The Entertainment Quarter, Moore Park",['Australian',1
"The Entertainment Quarter, Moore Park",['Bar Food',1
"The Entertainment Quarter, Moore Park",['Modern Australian'],1
"The Entertainment Quarter, Moore Park",['Pub Food',1
"The Entertainment Quarter, Moore Park",['Spanish',1
"The Galeries, CBD",['Asian',1
"The Galeries, CBD",['Cafe',1
"The Galeries, CBD",['Cafe'],2
"The Galeries, CBD",['Japanese',3
"The Galeries, CBD",['Japanese'],1
"The Galeries, CBD",['Malaysian',1
"The Gateway Plaza, The Hills",['Indian'],1
"The Gateway Plaza, The Hills",['Taiwanese'],1
The Greengate Hotel,['Modern Australian',1
The Greengate Hotel,['Modern Australian'],1
"The Grounds of Alexandria, Alexandria",['Cafe',1
"The Grounds of Alexandria, Alexandria",['Modern Australian'],1
The Hills,['Turkish'],1
"The Holiday Inn, Sydney Airport",['Australian',1
"The Holiday Inn, Sydney Airport",['Cafe',1
"The Juniors, Kingsford",['Modern Australian'],1
"The Kirketon Hotel, Darlinghurst",['Bar Food',1
"The Kirketon Hotel, Darlinghurst",['Chinese',1
"The Langham, CBD",['European'],1
"The Langham, CBD",['Modern Australian'],1
"The Light Brigade Hotel, Woollahra",['Bar Food',1
"The Light Brigade Hotel, Woollahra",['Bar Food'],2
"The Light Brigade Hotel, Woollahra",['Tapas',1
"The Lookout Echo Point, Katoomba",['Bar Food',1
"The Lookout Echo Point, Katoomba",['Cafe',1
"The Lookout Echo Point, Katoomba",['Continental'],1
"The Occidental Hotel, CBD",['Bar Food'],1
"The Occidental Hotel, CBD",['Modern Australian'],1
"The Passage, CBD",['Burger',1
"The Passage, CBD",['Cafe'],1
"The Passage, CBD",['Malaysian',1
"The Piazza, Sydney Olympic Park",['Mediterranean'],1
"The Piazza, Sydney Olympic Park",['Thai'],1
"The Quadrant, Ultimo",['Asian',1
"The Quadrant, Ultimo",['Chinese'],1
"The Quadrant, Ultimo",['Japanese',1
"The Quay, Chinatown",['Chinese'],1
"The Quay, Chinatown",['Thai'],1
"The Republic Hotel, CBD",['Modern Australian'],2
"The Republic Hotel, CBD",['Pub Food',1
The Rocks,['Australian',1
The Rocks,['Australian'],3
The Rocks,['BBQ',1
The Rocks,['Bar Food'],2
The Rocks,['Belgian',1
The Rocks,['Burger',1
The Rocks,['Burger'],1
The Rocks,['Cafe',4
The Rocks,['Cafe'],10
The Rocks,['Chinese',1
The Rocks,['Chinese'],1
The Rocks,['Desserts',2
The Rocks,['German',1
The Rocks,['Grill',1
The Rocks,['Indian'],2
The Rocks,['Italian',3
The Rocks,['Italian'],2
The Rocks,['Japanese',3
The Rocks,['Japanese'],3
The Rocks,['Modern Australian',5
The Rocks,['Modern Australian'],7
The Rocks,['Pizza',1
The Rocks,['Pub Food',3
The Rocks,['Pub Food'],3
The Rocks,['Seafood',1
The Rocks,['Tapas'],1
The Rocks,['Tex-Mex'],1
The Rocks,['Thai'],1
"The Rocks Centre, The Rocks ",['Asian',1
"The Rocks Centre, The Rocks ",['Cafe',2
"The Rocks Centre, The Rocks ",['Cafe'],2
"The Rocks Centre, The Rocks ",['Japanese',1
"The Rocks Centre, The Rocks ",['Modern Australian',2
"The Rocks Centre, The Rocks ",['Seafood',1
"The Russell Hotel, The Rocks",['Pub Food',1
"The Russell Hotel, The Rocks",['Pub Food'],1
"The Star, Pyrmont",['Asian',2
"The Star, Pyrmont",['Bar Food'],1
"The Star, Pyrmont",['Burger'],1
"The Star, Pyrmont",['Cafe',1
"The Star, Pyrmont",['Cafe'],1
"The Star, Pyrmont",['Chinese',1
"The Star, Pyrmont",['Fish and Chips'],1
"The Star, Pyrmont",['Italian',1
"The Star, Pyrmont",['Italian'],1
"The Star, Pyrmont",['Japanese',1
"The Star, Pyrmont",['Japanese'],1
"The Star, Pyrmont",['Mexican'],1
"The Star, Pyrmont",['Middle Eastern'],1
"The Star, Pyrmont",['Modern Australian',1
"The Star, Pyrmont",['Pizza',1
"The Star, Pyrmont",['Steak',1
"The Strand Arcade, CBD",['Cafe'],1
"The Strand Arcade, CBD",['Coffee and Tea'],1
"The Strand Arcade, CBD",['Italian',1
"The Strand Arcade, CBD",['Italian'],1
"The Sussex Hotel, CBD",['Bar Food'],1
"The Sussex Hotel, CBD",['Thai'],1
"The Sydney Boulevard Hotel, Darlinghurst",['Cafe',1
"The Westin Sydney, CBD",['Bar Food',1
"The Westin Sydney, CBD",['Modern Australian'],1
"The York Hotel, CBD",['Japanese',1
"The York Hotel, CBD",['Japanese'],1
"Top Ryde Shopping Centre, Ryde",['Asian'],1
"Top Ryde Shopping Centre, Ryde",['Cafe',1
"Top Ryde Shopping Centre, Ryde",['Cafe'],4
"Top Ryde Shopping Centre, Ryde",['Chinese',2
"Top Ryde Shopping Centre, Ryde",['European',1
"Top Ryde Shopping Centre, Ryde",['European'],1
"Top Ryde Shopping Centre, Ryde",['Greek'],1
"Top Ryde Shopping Centre, Ryde",['Italian'],1
"Top Ryde Shopping Centre, Ryde",['Japanese',2
"Top Ryde Shopping Centre, Ryde",['Middle Eastern',1
"Top Ryde Shopping Centre, Ryde",['Patisserie',1
"Top Ryde Shopping Centre, Ryde",['Sandwich',1
"Top Ryde Shopping Centre, Ryde",['Seafood',1
"Top Ryde Shopping Centre, Ryde",['Thai'],1
"Tower Square, North Sydney",['Cafe',1
"Town Hall Square, CBD",['Cafe',1
"Town Hall Square, CBD",['Cafe'],2
"Town Hall Square, CBD",['Greek',1
Tradies Caringbah,['Modern Australian',1
Tradies Gymea,['Asian',1
Tradies Gymea,['Cafe',1
Tradies Gymea,['Italian',1
"Tramsheds, Harold Park",['American',1
"Tramsheds, Harold Park",['Australian'],1
"Tramsheds, Harold Park",['Cafe',1
"Tramsheds, Harold Park",['Italian'],1
"Tramsheds, Harold Park",['Japanese',1
"Tramsheds, Harold Park",['Middle Eastern',1
"Tramsheds, Harold Park",['Modern Australian'],1
"Tramsheds, Harold Park",['Pizza',1
"Tramsheds, Harold Park",['Seafood',1
Turramurra,['Asian',1
Turramurra,['Asian'],1
Turramurra,['Bakery'],1
Turramurra,['Bar Food',1
Turramurra,['Burger',1
Turramurra,['Cafe',5
Turramurra,['Cafe'],4
Turramurra,['Chinese',1
Turramurra,['Chinese'],1
Turramurra,['European',1
Turramurra,['Indian'],1
Turramurra,['Iranian'],1
Turramurra,['Mexican'],1
Turramurra,['Pizza'],2
Turramurra,['Sandwich'],1
Turramurra,['Seafood',1
Turramurra,['Seafood'],1
Turramurra,['Sushi'],1
Turramurra,['Thai'],1
"UNSW Campus, Kensington",['Cafe'],1
"UNSW Campus, Kensington",['Healthy Food',1
"UNSW Campus, Kensington",['Indonesian',1
"UNSW Campus, Kensington",['Italian'],1
"UNSW Campus, Kensington",['Kebab'],1
"UNSW Campus, Kensington",['Vietnamese',1
Ultimo,['Asian',2
Ultimo,['Burger',1
Ultimo,['Cafe',5
Ultimo,['Cafe'],13
Ultimo,['Chinese',1
Ultimo,['Chinese'],7
Ultimo,['Dumplings',1
Ultimo,['Italian',1
Ultimo,['Malaysian'],1
Ultimo,['Modern Australian'],1
Ultimo,['Pizza',2
Ultimo,['Pizza'],1
Ultimo,['Pub Food',1
Ultimo,['Sandwich',1
Ultimo,['Sushi',1
Ultimo,['Thai',1
Ultimo,['Thai'],2
Ultimo,['Vietnamese',3
Vaucluse,['Asian',1
Vaucluse,['Cafe',4
Vaucluse,['Cafe'],4
Vaucluse,['Charcoal Chicken',1
Vaucluse,['Fast Food',1
Vaucluse,['Fast Food'],1
Vaucluse,['Hungarian'],1
Vaucluse,['Italian',1
Vaucluse,['Japanese',1
Vaucluse,['Sandwich',1
Wahroonga,['Asian',1
Wahroonga,['Burger'],1
Wahroonga,['Cafe',1
Wahroonga,['Cafe'],6
Wahroonga,['Chinese',1
Wahroonga,['Chinese'],1
Wahroonga,['Deli',1
Wahroonga,['European',1
Wahroonga,['Indian'],2
Wahroonga,['Italian',2
Wahroonga,['Korean',1
Wahroonga,['Modern Australian',1
Wahroonga,['Modern Australian'],3
Wahroonga,['Nepalese',1
Wahroonga,['Sushi'],1
Wahroonga,['Thai',1
Wahroonga,['Thai'],2
Warriewood,['Cafe',3
Warriewood,['Chinese',1
Warriewood,['Modern Australian',1
Warriewood,['Vietnamese'],1
"Warriewood Square Shopping Centre, Warriewood",['Bakery'],1
"Warriewood Square Shopping Centre, Warriewood",['Burger',1
Waterloo,['Asian',2
Waterloo,['BBQ',1
Waterloo,['Cafe',4
Waterloo,['Cafe'],7
Waterloo,['Chinese'],2
Waterloo,['Fish and Chips',1
Waterloo,['Fusion',1
Waterloo,['Indian'],1
Waterloo,['Italian',2
Waterloo,['Italian'],1
Waterloo,['Japanese',1
Waterloo,['Korean'],1
Waterloo,['Modern Australian',2
Waterloo,['Pizza',2
Waterloo,['Pizza'],2
Waterloo,['Pub Food'],4
Waterloo,['Sushi',1
Waterloo,['Sushi'],1
Waterloo,['Thai'],3
Waterloo,['Vietnamese',2
Waterloo,['Vietnamese'],2
Watsons Bay,['Cafe',1
Watsons Bay,['Coffee and Tea',1
Watsons Bay,['Greek'],1
Watsons Bay,['Modern Australian',1
Watsons Bay,['Seafood',2
Watsons Bay,['Thai'],1
Waverley,['BBQ',1
Waverley,['Bakery',1
Waverley,['Bakery'],1
Waverley,['Burger',1
Waverley,['Cafe',3
Waverley,['Cafe'],3
Waverley,['Deli',1
Waverley,['European',1
Waverley,['Fast Food',1
Waverley,['Fast Food'],1
Waverley,['French',1
Waverley,['Italian',1
Waverley,['Modern Australian',1
Waverley,['Steak',1
Waverley,['Thai'],2
Waverley,['Vietnamese'],1
"Welcome Hotel, Rozelle",['European',1
"Wentworth Building, Newton",['Asian'],1
"Wentworth Building, Newton",['Bar Food'],1
"Wentworth Building, Newton",['Cafe'],2
"Wentworth Building, Newton",['Healthy Food'],1
"Wentworth Building, Newton",['Indian'],1
"Wentworth Building, Newton",['Pizza',1
"Wentworth Building, Newton",['Sandwich',1
"Wenty Leagues, Wentworthville",['Asian',1
"Wenty Leagues, Wentworthville",['Cafe'],1
"Wenty Leagues, Wentworthville",['Chinese',1
"Wenty Leagues, Wentworthville",['Grill',1
"Wenty Leagues, Wentworthville",['Italian',1
West Ryde,['Asian',1
West Ryde,['Asian'],1
West Ryde,['BBQ',1
West Ryde,['Bakery',1
West Ryde,['Burger',1
West Ryde,['Burger'],1
West Ryde,['Cafe',1
West Ryde,['Cafe'],4
West Ryde,['Chinese',2
West Ryde,['Chinese'],1
West Ryde,['Indian'],1
West Ryde,['Italian',2
West Ryde,['Japanese',1
West Ryde,['Japanese'],3
West Ryde,['Korean BBQ'],1
West Ryde,['Korean',2
West Ryde,['Korean'],2
West Ryde,['Modern Australian'],1
West Ryde,['Pizza',1
West Ryde,['Pub Food',1
West Ryde,['Sandwich',1
West Ryde,['Thai'],2
"Westfield Bondi Junction, Bondi Junction",['Asian',1
"Westfield Bondi Junction, Bondi Junction",['Bakery',1
"Westfield Bondi Junction, Bondi Junction",['Bakery'],2
"Westfield Bondi Junction, Bondi Junction",['Cafe',2
"Westfield Bondi Junction, Bondi Junction",['Cafe'],2
"Westfield Bondi Junction, Bondi Junction",['Desserts',1
"Westfield Bondi Junction, Bondi Junction",['Fast Food',1
"Westfield Bondi Junction, Bondi Junction",['Italian'],2
"Westfield Bondi Junction, Bondi Junction",['Japanese',2
"Westfield Bondi Junction, Bondi Junction",['Seafood',1
"Westfield Bondi Junction, Bondi Junction",['Seafood'],1
"Westfield Bondi Junction, Bondi Junction",['Steak',1
"Westfield Bondi Junction, Bondi Junction",['Sushi'],1
"Westfield Bondi Junction, Bondi Junction",['Thai'],2
"Westfield Burwood, Burwood",['Asian'],1
"Westfield Burwood, Burwood",['Australian',1
"Westfield Burwood, Burwood",['Cafe'],2
"Westfield Burwood, Burwood",['Chinese'],1
"Westfield Burwood, Burwood",['Fish and Chips',1
"Westfield Burwood, Burwood",['Indian'],1
"Westfield Burwood, Burwood",['Thai'],1
"Westfield Chatswood, Chatswood",['Asian',1
"Westfield Chatswood, Chatswood",['Asian'],1
"Westfield Chatswood, Chatswood",['BBQ',2
"Westfield Chatswood, Chatswood",['Burger'],2
"Westfield Chatswood, Chatswood",['Cafe',1
"Westfield Chatswood, Chatswood",['Cafe'],6
"Westfield Chatswood, Chatswood",['Chinese',2
"Westfield Chatswood, Chatswood",['Chinese'],2
"Westfield Chatswood, Chatswood",['Dumplings',2
"Westfield Chatswood, Chatswood",['Fast Food',1
"Westfield Chatswood, Chatswood",['Greek'],1
"Westfield Chatswood, Chatswood",['Indian'],2
"Westfield Chatswood, Chatswood",['Japanese',1
"Westfield Chatswood, Chatswood",['Japanese'],1
"Westfield Chatswood, Chatswood",['Malaysian',1
"Westfield Chatswood, Chatswood",['Thai'],1
"Westfield Chatswood, Chatswood",['Vietnamese',1
"Westfield Eastgardens, Eastgardens",['Cafe'],3
"Westfield Eastgardens, Eastgardens",['Kebab'],1
"Westfield Eastgardens, Eastgardens",['Thai'],1
"Westfield Hornsby, Hornsby",['Asian',1
"Westfield Hornsby, Hornsby",['BBQ',1
"Westfield Hornsby, Hornsby",['Bakery',1
"Westfield Hornsby, Hornsby",['Beverages',1
"Westfield Hornsby, Hornsby",['Cafe',4
"Westfield Hornsby, Hornsby",['Cafe'],1
"Westfield Hornsby, Hornsby",['Chinese',2
"Westfield Hornsby, Hornsby",['Chinese'],2
"Westfield Hornsby, Hornsby",['Italian',1
"Westfield Hornsby, Hornsby",['Italian'],1
"Westfield Hornsby, Hornsby",['Korean BBQ'],1
"Westfield Hornsby, Hornsby",['Middle Eastern',1
"Westfield Hornsby, Hornsby",['Pizza',1
"Westfield Hornsby, Hornsby",['Thai'],2
"Westfield Hurstville, Hurstville",['Cafe',1
"Westfield Hurstville, Hurstville",['Cafe'],2
"Westfield Hurstville, Hurstville",['Chinese'],1
"Westfield Hurstville, Hurstville",['Greek',1
"Westfield Hurstville, Hurstville",['Healthy Food',1
"Westfield Hurstville, Hurstville",['Kebab'],1
"Westfield Hurstville, Hurstville",['Lebanese'],1
"Westfield Hurstville, Hurstville",['Sandwich',1
"Westfield Hurstville, Hurstville",['Sushi',1
"Westfield Hurstville, Hurstville",['Taiwanese'],1
"Westfield Hurstville, Hurstville",['Thai'],2
"Westfield Liverpool, Liverpool",['Bubble Tea'],1
"Westfield Liverpool, Liverpool",['Cafe',1
"Westfield Liverpool, Liverpool",['Chinese',1
"Westfield Liverpool, Liverpool",['Chinese'],1
"Westfield Liverpool, Liverpool",['Desserts',1
"Westfield Liverpool, Liverpool",['Indian'],1
"Westfield Liverpool, Liverpool",['Japanese',1
"Westfield Liverpool, Liverpool",['Middle Eastern',1
"Westfield Liverpool, Liverpool",['Seafood',1
"Westfield Liverpool, Liverpool",['Sushi',1
"Westfield Liverpool, Liverpool",['Thai'],1
